FIRE_YEAR,STATE,FIRE_SIZE,DISCOVERY_DOY
2002,LA,3.35,272
2002,UT,99.01,245
2002,ID,111.01,153
2002,CA,2.64,159
2002,WA,106.44,241
2002,NC,46.95,216
2002,VA,7.63,168
2002,WA,128.5,184
2002,LA,5.32,129
2002,SC,21.74,154
2002,NC,16.51,145
2002,NM,246.21,196
2002,VA,12.43,252
2002,OR,36.4,128
2002,TX,410.9,146
2002,SC,0.69,256
2002,NM,959.08,167
2002,WA,121.76,199
2002,MS,58.55,163
2002,WA,595.28,239
2002,UT,838.17,202
2002,WA,246.85,284
2002,AL,0.47,117
2002,MS,3.72,261
2002,WA,4607.02,279
2002,MT,15138.03,213
2002,CO,277.35,145
2002,CA,47.05,130
2002,TN,11.96,186
2002,WA,504.6,144
2002,MT,1220.99,208
2002,MS,13.49,125
2002,NV,5852.4,269
2002,ID,5816.16,291
2002,TN,318.19,152
2002,NM,334.4,207
2002,CO,468.31,286
2002,GA,60.38,155
2002,MT,243.65,109
2002,TN,2003.02,276
2002,NM,42.94,101
2003,GA,14.88,146
2003,TN,22.33,255
2003,MT,7.68,133
2003,NV,8.45,125
2003,AZ,4.92,179
2003,VA,2.51,296
2003,FL,3.64,231
2003,LA,1220.9,226
2003,TN,73.6,220
2003,NV,10.23,209
2003,WA,33.93,164
2003,NC,201.86,255
2003,LA,45.17,292
2003,VA,16.19,112
2003,CO,738.45,144
2003,LA,26.26,260
2003,SC,1725.71,188
2003,NM,114.44,159
2003,VA,4.0,180
2003,WA,0.74,119
2003,AL,30.85,109
2003,MT,149.13,191
2003,TN,21.17,204
2003,SC,10.71,287
2003,TN,107.63,250
2003,UT,30.48,252
2003,WA,24.11,101
2003,AZ,101.56,105
2003,NM,29.66,147
2003,NM,15.31,203
2003,NM,239.41,176
2003,MS,67.14,222
2003,WA,23.89,131
2003,NV,491.53,116
2003,TN,249.71,205
2003,SC,0.72,142
2003,AL,5.65,141
2003,TN,2.11,208
2003,NC,51.81,280
2003,WA,22.15,103
2003,TN,35.73,167
2003,NV,0.69,105
2003,WA,16.41,127
2003,FL,4.0,179
2003,MT,42.88,230
2003,VA,2.85,178
2003,LA,245.44,133
2003,AZ,0.68,215
2003,ID,9.65,287
2003,GA,165.66,141
2003,SC,2.33,188
2003,TX,97.7,214
2003,WA,82.39,285
2003,VA,33.8,261
2003,OR,14.61,230
2003,SC,30.3,247
2003,AL,42.47,206
2003,MT,13855.02,110
2003,ID,839.49,203
2003,TN,2.58,168
2003,WA,2.24,209
2003,OR,5.11,211
2003,AL,55.65,107
2003,TX,136.33,189
2003,NC,11.27,288
2003,NM,194.4,255
2003,NV,42.07,299
2003,SC,7.62,279
2003,NV,0.62,166
2003,FL,6.93,199
2003,AL,68.04,193
2003,NV,6.43,244
2003,AL,1000.85,264
2003,AL,12.48,114
2003,NV,273.81,294
2003,WA,4.86,203
2003,CO,41.71,189
2003,NV,7.59,275
2003,MT,93.99,284
2003,NM,1221.67,278
2003,AL,141.54,129
2003,UT,1640.58,280
2003,UT,252.81,140
2003,CA,124.49,290
2003,CA,1022.37,196
2003,FL,15.43,118
2003,OR,3210.71,128
2003,SC,37.38,240
2003,FL,94.36,204
2003,MS,0.56,237
2003,OR,25.2,229
2003,FL,0.82,237
2003,GA,327.07,113
2003,CA,160.71,188
2003,AL,331.69,196
2003,VA,1.33,194
2003,MS,62.76,134
2003,UT,13.47,270
2003,WA,238.74,218
2003,AZ,4.39,201
2003,AZ,1646.95,187
2003,OR,12.36,271
2003,WA,438.05,275
2003,OR,11.27,186
2003,LA,996.21,289
2003,LA,49.56,280
2003,MT,32.9,252
2003,CO,14.06,266
2003,OR,6.37,153
2003,CA,96.1,130
2003,CA,2.44,240
2003,WA,19.16,238
2003,LA,10.12,228
2003,TX,101.91,247
2003,CA,5.95,202
2003,GA,23.01,189
2003,NM,301.9,277
2003,AZ,26.44,294
2003,AL,33.46,174
2003,NV,2862.5,115
2003,FL,0.11,139
2003,AL,0.32,274
2003,MS,1.97,291
2003,MT,126.09,205
2003,UT,532.23,136
2003,AL,15.16,199
2003,TN,1.22,138
2003,CO,10.05,149
2003,CO,0.1,107
2003,VA,0.81,208
2003,GA,16.13,166
2003,VA,3.48,223
2003,ID,483.17,195
2003,WA,99.42,125
2003,NM,122.44,254
2003,TX,26.09,213
2003,FL,24.61,196
2003,MT,139.47,202
2003,NV,6.64,252
2003,CO,106.94,123
2003,MT,1430.23,123
2003,CA,3.79,208
2003,NV,39.95,122
2003,TX,1091.17,212
2003,GA,1199.79,219
2003,VA,3.99,103
2003,WA,45.33,239
2003,SC,38.38,113
2003,VA,49.19,108
2003,TX,110.15,156
2003,UT,3197.35,254
2003,NM,8.58,192
2003,ID,26.11,118
2003,FL,176.68,259
2003,WA,159.57,277
2003,NC,0.54,250
2003,WA,1.11,119
2003,WA,2.74,194
2003,TN,6.12,137
2003,NV,39.28,229
2003,VA,87.24,123
2003,WA,141.75,163
2003,ID,143.57,215
2003,UT,64.69,252
2003,TX,6.07,123
2003,SC,3.76,105
2003,VA,69.05,199
2003,NM,654.7,242
2003,CA,198.72,281
2003,MS,875.39,105
2003,TX,9.36,220
2003,CO,39.18,174
2003,NC,10.08,139
2003,LA,1.92,242
2003,UT,80.6,117
2003,MT,1.66,231
2003,OR,87.32,283
2003,NM,15.5,119
2003,TX,802.52,265
2003,NC,615.36,223
2003,UT,17.76,278
2003,UT,10.04,211
2003,VA,1.8,101
2003,TX,45.04,255
2003,GA,430.88,260
2003,NC,0.63,176
2003,NV,20.0,270
2003,CO,3.57,299
2003,ID,12.74,114
2003,WA,6.2,206
2003,NV,8.89,161
2003,VA,1.99,158
2003,LA,15.1,142
2003,FL,0.37,196
2003,NM,54.12,129
2003,AL,49.36,111
2003,NM,1329.35,162
2003,OR,66.92,209
2003,WA,1.21,193
2003,WA,54.34,268
2003,CA,1.38,210
2003,TN,36.63,257
2003,FL,27.06,159
2003,SC,88.42,196
2003,NV,16.69,203
2003,LA,5.19,155
2003,CA,128.66,283
2003,AZ,20.08,227
2003,LA,143.07,268
2003,AL,19.27,177
2003,LA,6.5,143
2003,WA,41.64,233
2003,FL,197.97,240
2003,WA,44.84,158
2003,OR,26.46,266
2003,TN,320.38,293
2003,NC,3.55,299
2003,MS,615.19,264
2003,FL,39.24,267
2003,LA,5.8,274
2003,AZ,11.66,109
2003,AL,32.91,102
2003,SC,14.77,280
2003,NM,54.58,153
2003,CA,134.84,284
2003,TN,2.39,233
2003,AL,11.72,118
2003,MS,48.22,288
2003,TN,69.68,254
2003,AZ,4.39,163
2003,WA,9.51,235
2003,WA,1530.73,210
2003,ID,505.13,193
2003,CO,6.03,277
2003,TX,30.01,217
2003,TX,1.47,118
2003,NV,4684.7,212
2003,NV,0.61,136
2003,TX,200.64,230
2003,CO,230.71,285
2003,MS,5.13,291
2003,CA,9.38,127
2003,MS,102.02,154
2003,AZ,256.47,296
2003,CO,1.35,186
2003,LA,373.54,227
2003,CO,4802.98,237
2003,UT,34.28,104
2003,AZ,24.84,254
2003,VA,12.61,143
2003,FL,9.14,287
2003,NV,124.54,244
2003,AL,25.24,235
2003,LA,14.35,259
2003,UT,667.27,202
2003,FL,53.62,109
2003,LA,53.87,173
2003,NC,24.44,190
2003,CO,29.21,244
2003,NV,39.22,153
2003,FL,71.26,215
2003,ID,452.49,218
2003,NM,5.45,277
2003,VA,2.37,211
2003,UT,2.06,127
2003,CO,3.52,133
2003,TX,69.08,223
2003,MT,142.53,103
2003,NV,57.14,295
2003,LA,144.11,197
2003,ID,22.13,266
2003,NV,299.22,255
2003,SC,11242.2,209
2003,VA,2.07,159
2003,SC,43.48,151
2003,WA,20.36,134
2003,AZ,0.76,126
2003,AZ,27.03,201
2003,SC,154.3,100
2003,NV,240.8,195
2003,TX,244.9,160
2003,AL,73.96,273
2003,SC,70.94,218
2003,MS,4744.8,153
2003,CO,5.9,195
2003,NC,438.84,113
2003,NV,45.77,227
2003,AZ,386.09,135
2003,NM,3.65,233
2003,FL,396.51,150
2003,ID,175.33,191
2003,NV,38.58,134
2003,NC,6.05,265
2003,VA,537.34,232
2003,TN,5.08,227
2003,GA,26.54,246
2003,ID,101.59,106
2003,LA,222.22,105
2003,NV,7.84,290
2003,VA,0.49,219
2003,GA,5.77,111
2003,LA,17.72,179
2003,TN,4.39,295
2003,GA,60.83,285
2003,TX,4.54,169
2003,TX,75.68,292
2003,NC,16.86,208
2003,NV,59.81,103
2003,OR,226.13,178
2003,GA,297.69,206
2003,VA,10.87,236
2003,MS,257.5,211
2003,MT,64.43,180
2003,TN,20.69,262
2003,TN,19.14,140
2003,UT,15664.7,247
2003,NM,43.91,216
2003,NM,69.92,182
2003,NC,8.97,243
2003,UT,65.78,276
2003,SC,0.53,167
2003,WA,3.6,192
2003,GA,0.86,215
2003,NC,338.62,120
2003,AZ,23.81,200
2003,WA,126.48,120
2003,NC,15.21,261
2003,FL,27.89,225
2003,CA,1.59,252
2003,NV,19.07,218
2003,OR,16.5,101
2003,TX,83.58,209
2003,MS,6.47,204
2003,TX,16.17,273
2003,TX,10.26,135
2003,AZ,2579.36,171
2003,AL,1.99,116
2003,GA,10.24,250
2003,GA,160.19,156
2003,CO,12.0,171
2003,UT,148.41,147
2003,NC,25.52,244
2003,TN,3.73,251
2003,LA,30.95,255
2003,NC,58.39,297
2003,TN,23.82,120
2003,AZ,911.29,250
2003,VA,204.69,153
2003,OR,752.47,280
2003,MS,623.78,276
2003,LA,5.66,297
2003,ID,1101.84,177
2003,LA,132.96,183
2003,NC,6.7,191
2003,TX,12.03,120
2003,MS,0.73,162
2003,VA,3.59,204
2003,UT,12.85,113
2003,OR,3.99,233
2003,TX,23.55,292
2003,FL,0.65,126
2003,WA,76.86,241
2003,TN,6.39,192
2003,GA,50.92,204
2003,ID,11.37,155
2003,VA,4.93,284
2003,OR,4.58,189
2003,CO,0.75,295
2003,UT,17.62,292
2003,ID,367.51,233
2003,ID,8.22,273
2003,TX,935.96,104
2003,WA,32.42,120
2003,OR,658.48,297
2003,GA,1.16,236
2003,GA,128.51,213
2003,AL,104.06,112
2003,AZ,80.25,182
2003,ID,211.48,158
2003,WA,0.35,249
2003,CO,783.37,257
2003,MT,4.84,177
2003,LA,56.64,100
2003,ID,312.6,175
2003,MS,2.97,116
2003,MS,101.12,163
2003,NM,7.86,108
2003,NC,23.31,291
2003,NM,26.7,204
2003,TN,14.18,229
2003,NC,2146.56,116
2003,VA,1.72,118
2003,NM,6.15,203
2003,AL,1.66,259
2003,UT,8.76,247
2003,ID,65.88,100
2003,NM,156.05,289
2003,ID,475.05,191
2003,SC,14.83,207
2003,ID,7.21,255
2003,TN,0.97,244
2003,CO,98.8,183
2003,LA,12.24,156
2003,MT,662.93,158
2003,NM,14.6,116
2003,NM,6.37,152
2003,WA,131.1,138
2003,NV,32.29,230
2003,ID,723.58,160
2003,MS,232.17,251
2003,NM,355.88,254
2003,ID,26.76,175
2003,TX,45.42,233
2003,NM,132.84,111
2003,MT,31.96,275
2003,AZ,41.92,116
2003,WA,408.51,172
2003,LA,139.71,172
2003,MT,798.62,167
2003,SC,60.79,229
2003,AL,48.82,215
2003,GA,193.86,297
2003,VA,189.9,167
2003,SC,76.56,176
2003,NV,73.54,112
2003,AL,101.23,193
2003,AL,146.07,175
2003,VA,22.22,241
2003,SC,29.49,104
2003,MT,22.83,181
2003,WA,13.23,105
2003,OR,26.51,274
2003,GA,221.44,242
2003,TN,423.41,205
2003,NV,11.14,186
2003,ID,3.25,146
2003,CA,2188.89,152
2003,AL,503.64,199
2003,LA,19.02,110
2003,NV,2674.32,212
2003,ID,2139.59,289
2003,NV,933.86,167
2003,LA,112.9,143
2003,NC,68.88,213
2003,AZ,2.37,237
2003,GA,18.78,236
2003,LA,29.45,129
2003,NC,49.97,237
2003,CA,1191.93,143
2003,CO,569.19,252
2003,AZ,0.51,285
2003,AZ,38.79,145
2003,NM,452.89,197
2003,MS,4.77,208
2003,ID,8.56,206
2003,NV,234.25,287
2003,NM,3.12,105
2003,TN,10.5,139
2003,AL,40.0,295
2003,NV,39.19,276
2003,MT,1.67,120
2003,AZ,15280.28,113
2003,NV,23.99,198
2003,WA,267.24,277
2003,AZ,11.58,241
2003,TX,0.79,161
2003,MS,364.97,177
2003,MS,293.41,137
2003,MT,4613.28,107
2003,MT,72.79,156
2003,ID,129.36,172
2003,NC,6.88,134
2003,MT,4.24,164
2003,MT,24.8,223
2003,NV,99.28,159
2003,LA,15.29,166
2003,TN,69.75,292
2003,UT,4.52,128
2003,LA,57.66,143
2003,TX,29.28,253
2003,CO,165.2,293
2003,WA,13.84,247
2003,SC,96.43,192
2003,AZ,5.28,224
2003,UT,364.02,235
2003,NM,13.3,123
2003,MS,1350.72,194
2003,TN,110.73,293
2003,NV,62.8,145
2003,AL,52.95,269
2003,VA,10.19,204
2003,NC,36.27,279
2003,CO,31.56,264
2003,UT,46.59,215
2003,FL,0.31,287
2003,TX,274.57,106
2003,OR,29.78,100
2003,NC,1.33,186
2003,OR,13405.11,162
2003,AL,393.4,194
2003,TX,51.66,275
2003,TN,25.19,221
2003,OR,5.01,263
2003,ID,54.08,280
2003,TX,433.11,130
2003,MT,225.67,274
2003,WA,12.68,236
2003,TN,25.5,241
2003,WA,176.36,191
2003,AZ,167.89,118
2003,AZ,10.82,279
2003,VA,28.93,289
2003,WA,2496.54,205
2003,ID,541.4,158
2003,MT,107.42,279
2003,NC,14.11,250
2003,GA,4.67,127
2003,NC,141.56,195
2003,WA,75.05,148
2003,VA,19.44,192
2003,NV,4.26,171
2003,LA,165.37,253
2003,SC,129.59,155
2003,GA,26.88,243
2003,UT,8.64,166
2003,AZ,129.16,252
2003,OR,111.99,185
2003,TN,7.25,109
2003,MT,12.24,190
2003,AL,48.04,232
2003,NM,17.75,237
2003,LA,5.89,262
2003,NM,0.67,156
2003,TN,96.45,223
2003,AZ,410.94,162
2003,WA,13.59,228
2003,TN,25.33,236
2003,NV,5.49,154
2003,ID,51.24,293
2003,UT,19.85,108
2003,GA,45.3,210
2003,LA,15.39,243
2003,OR,4.94,258
2003,MT,86.34,176
2003,NC,126.53,269
2003,LA,138.34,238
2003,VA,25.39,271
2003,LA,47.27,189
2003,SC,774.18,287
2003,VA,1872.26,202
2003,VA,659.49,223
2003,MS,91.26,249
2003,VA,8.47,260
2003,TN,33.32,153
2003,NV,14.17,245
2003,CO,87.36,114
2003,VA,8.69,296
2003,GA,141.82,267
2003,OR,11.55,118
2003,SC,56.71,270
2003,UT,3.28,264
2003,NV,439.92,181
2003,CA,9.83,188
2003,SC,18.57,136
2003,AZ,333.92,183
2003,ID,6.87,248
2003,MS,3.72,172
2003,NM,16.51,271
2003,FL,34.16,199
2003,MT,78.4,223
2003,FL,22.88,228
2003,NC,74.28,145
2003,MS,188.87,102
2003,VA,18.75,165
2003,SC,8.59,200
2003,VA,50.3,119
2003,ID,68.92,144
2003,WA,29.47,151
2003,TX,85.66,207
2003,CA,666.38,161
2003,LA,58.37,220
2003,OR,14.65,294
2003,AZ,52.06,108
2003,CA,19.07,185
2003,LA,2.2,134
2003,CA,4.55,192
2003,NV,25.79,261
2003,ID,59.18,244
2003,FL,1117.56,107
2003,CA,46.19,221
2003,NC,29.35,105
2003,TN,0.55,279
2003,NV,8.17,158
2003,TX,317.7,242
2003,OR,141.98,236
2003,WA,5.7,280
2003,FL,163.84,266
2003,WA,170.81,235
2003,NM,1630.78,105
2003,ID,1.96,189
2003,AL,5.26,125
2003,FL,264.17,145
2003,MS,6.93,221
2003,AL,1429.37,204
2003,MS,6.07,220
2003,CO,16.38,276
2003,NM,37.38,126
2003,ID,724.22,145
2003,MT,94.67,265
2003,CO,135.33,119
2003,ID,93.85,291
2003,UT,2.17,243
2003,ID,208.26,122
2003,NC,121.62,134
2003,WA,610.69,153
2003,LA,11.24,241
2003,TN,1014.83,139
2003,OR,2.14,246
2003,TN,82.33,212
2003,GA,130.89,295
2003,SC,37.8,159
2003,FL,31.53,244
2003,FL,16.96,216
2003,FL,338.0,235
2003,FL,48.24,134
2003,NV,29.07,274
2003,UT,2.14,286
2003,GA,4.1,216
2003,OR,1.61,138
2003,SC,311.83,221
2003,MS,167.64,278
2003,UT,7890.07,180
2003,OR,1.28,260
2003,NM,59.54,219
2003,SC,621.84,175
2003,CA,12.22,104
2003,NV,14.42,257
2003,UT,27.03,183
2003,TN,2.66,238
2003,VA,101.59,253
2003,LA,7.8,223
2003,OR,116.71,229
2003,TN,0.86,257
2003,VA,37.01,241
2003,SC,2119.79,253
2003,MS,27.49,199
2003,CO,2.31,241
2003,CO,0.14,158
2003,LA,17.78,287
2003,CA,16.84,225
2003,MT,14.63,171
2003,TX,22.03,167
2003,FL,8.82,139
2003,ID,0.23,116
2003,CO,23.53,211
2003,LA,4.47,271
2003,NV,38.65,209
2003,UT,45.24,226
2003,AZ,85.25,210
2003,MT,173.16,276
2003,OR,100.74,276
2003,TX,49.27,239
2003,WA,26.65,233
2003,UT,1534.91,272
2003,LA,351.38,141
2003,NC,45.11,231
2003,NV,12.48,282
2003,OR,140.51,173
2003,GA,55.75,253
2003,MT,100.18,213
2003,MT,20.3,281
2003,TX,5025.29,142
2003,AZ,2.88,238
2003,WA,70.16,295
2003,NM,8.12,235
2003,MT,455.39,231
2003,FL,8.53,246
2003,NC,12.16,254
2003,VA,10.61,221
2003,NC,12.62,150
2003,NM,12.41,130
2003,MS,32.18,227
2003,WA,395.85,264
2003,MT,10.33,152
2003,ID,24.71,173
2003,LA,19.51,168
2003,ID,11.54,172
2003,NM,10.69,165
2003,UT,9.37,119
2003,AL,88.92,210
2003,MS,14.0,249
2003,AZ,8.68,273
2003,NM,57.06,278
2003,NM,82.51,114
2003,AZ,2.56,107
2003,GA,55.92,161
2003,TX,0.82,157
2003,CA,1.29,143
2003,CA,0.47,136
2003,CO,4.25,107
2003,AL,122.7,100
2003,MS,2443.76,286
2003,MS,221.65,257
2003,FL,39.75,272
2003,VA,12.85,218
2003,TN,5.46,177
2003,CA,152.67,172
2003,CA,31.67,178
2003,LA,2.48,131
2003,CA,10.21,143
2003,SC,0.84,216
2003,MT,1841.74,243
2003,UT,8.88,109
2003,OR,80.49,131
2003,VA,3.7,234
2003,AZ,104.48,299
2003,SC,2.07,105
2003,CA,43.74,163
2003,MT,64.98,177
2003,GA,101.69,265
2003,UT,102.97,200
2003,OR,141.58,128
2003,ID,0.56,252
2003,CA,1.57,127
2003,CA,324.98,252
2003,CA,2.15,274
2003,CO,8.89,109
2003,LA,46.24,180
2003,NV,54.37,296
2003,NV,263.26,254
2003,AL,16.74,133
2003,AZ,449.85,191
2003,MT,13.6,291
2003,SC,9.2,190
2003,UT,5.56,144
2003,AL,154.9,259
2003,NV,0.1,165
2003,MT,4.49,187
2003,NV,13320.21,237
2003,VA,3.38,292
2003,NM,79.98,162
2003,SC,0.61,231
2003,TX,532.08,195
2003,TN,80.84,186
2003,TN,97.99,269
2003,FL,263.71,252
2003,TX,21.24,124
2003,FL,14.45,232
2003,CA,0.33,124
2003,TN,6.51,262
2003,OR,2.08,154
2003,CA,12.14,227
2003,TX,469.48,236
2003,NC,216.16,174
2003,NM,11.79,114
2003,NM,36.99,152
2003,NV,218.72,237
2003,VA,70.05,251
2003,SC,24.22,183
2003,CO,10.17,189
2003,AZ,4337.01,179
2003,LA,28.43,128
2003,LA,176.54,183
2003,AZ,0.76,169
2003,NV,12.09,137
2003,TX,5.93,140
2003,LA,19.33,130
2003,AZ,145.81,123
2003,MS,50.6,209
2003,SC,57.43,284
2003,UT,0.93,236
2003,WA,58.98,287
2003,MT,3.74,180
2003,UT,128.98,232
2003,CO,64.31,172
2003,NM,0.63,258
2003,NM,80.88,240
2003,AZ,1.34,148
2003,CO,63.37,134
2003,AL,25.86,200
2003,WA,22.8,165
2003,MS,604.59,115
2003,CO,173.21,198
2003,NM,1667.31,262
2003,AZ,864.76,191
2003,CO,125.05,298
2003,UT,7.47,117
2003,GA,6.66,278
2003,ID,24.28,139
2003,NM,0.11,233
2003,GA,10.81,238
2003,LA,89.14,136
2003,SC,4.54,161
2003,NM,35.51,196
2003,FL,30.94,162
2003,VA,0.56,175
2003,WA,2.53,169
2003,WA,0.2,212
2003,NV,22.85,238
2003,FL,282.9,191
2003,AZ,24.72,134
2003,TN,9.02,244
2003,WA,210.4,251
2003,SC,3.01,145
2003,MT,27.95,229
2003,CO,56.75,202
2003,ID,10.17,285
2003,CO,62.22,238
2003,FL,83.22,216
2003,MS,13.79,282
2003,MS,3.5,113
2003,ID,182.18,104
2003,ID,71.17,239
2003,AZ,141.55,127
2003,TX,1.04,185
2003,MS,1.87,122
2003,GA,169.57,179
2003,CA,152.02,159
2003,NV,37.93,159
2003,TN,10.2,132
2003,GA,1234.65,133
2003,FL,70.55,195
2003,FL,364.92,168
2003,MT,33.98,100
2003,CO,5.97,220
2003,VA,33.52,291
2003,NV,21.77,101
2003,WA,9.76,184
2003,MT,10.89,278
2003,NC,132.93,109
2003,TN,68.06,157
2003,NM,10.31,252
2003,AZ,107.42,289
2003,NV,2.33,231
2003,CO,178.27,231
2003,MS,4.69,286
2003,UT,33.93,178
2003,UT,17.14,100
2003,NM,91.51,266
2003,OR,38.31,178
2003,CO,1.01,102
2003,SC,2.12,115
2003,NM,3.09,245
2003,ID,30.7,267
2003,SC,3.98,146
2003,NM,36.03,160
2003,AZ,0.76,196
2003,ID,1942.2,183
2003,NC,5.07,283
2003,UT,57.74,192
2003,LA,312.62,185
2003,AL,8.34,133
2003,WA,0.81,210
2003,TN,68.27,293
2003,AZ,37.16,297
2003,SC,103.25,251
2003,TN,7.39,237
2003,MS,26.41,255
2003,AZ,3.78,125
2003,MT,2929.34,184
2003,AL,2.79,235
2003,NC,53.46,223
2003,TX,13.87,120
2003,WA,6472.55,167
2003,LA,20.67,252
2003,WA,15.31,206
2003,WA,45.19,116
2003,MT,75.48,168
2003,MS,277.71,165
2003,TN,23.47,165
2003,NC,16.39,188
2003,SC,5.86,178
2003,MS,20.87,202
2003,GA,1.2,279
2003,LA,13.35,191
2003,NM,5.62,139
2003,VA,63.46,223
2003,VA,40.43,218
2003,CO,13.06,294
2003,TN,23.68,176
2003,ID,26.76,174
2003,NM,209.4,242
2003,NC,3175.02,274
2003,NM,9.43,244
2003,CO,69.4,201
2003,NC,304.33,119
2003,NC,8.37,150
2003,FL,2.49,244
2003,LA,1.33,199
2003,CO,3.08,270
2003,UT,3.32,268
2003,WA,145.57,247
2003,AZ,0.79,101
2003,GA,49.06,119
2003,UT,8.19,267
2003,AZ,258.47,271
2003,VA,119.89,160
2003,MS,22.53,231
2003,ID,3.41,214
2003,WA,1.6,291
2003,SC,50.36,149
2003,CA,6.49,273
2003,MT,33.41,149
2003,WA,9.02,167
2003,UT,18.96,113
2003,NC,60.12,239
2003,FL,1.16,137
2003,NM,62.15,117
2003,VA,208.46,230
2003,MS,324.62,264
2003,GA,43.23,251
2003,AL,69.41,237
2003,GA,524.84,212
2003,CA,46.7,193
2003,FL,16.29,167
2003,NC,79.86,247
2003,AZ,247.53,240
2003,VA,17.26,110
2003,GA,874.68,155
2003,SC,2.58,147
2003,TN,65.54,261
2003,TN,155.92,203
2003,NM,10.5,292
2003,UT,35.96,118
2003,LA,2.71,214
2003,OR,10.23,159
2003,OR,6.25,174
2003,CA,49.39,258
2003,MS,1.99,176
2003,AZ,610.24,192
2003,NC,44.83,294
2003,OR,42.5,277
2003,NC,617.3,125
2003,SC,45.69,261
2003,CO,991.42,251
2003,NV,33.74,206
2003,CO,35.43,122
2003,MT,12.08,258
2003,LA,443.76,297
2003,UT,279.53,138
2003,CA,3.77,214
2003,GA,10.82,209
2003,CA,512.42,251
2003,ID,18.99,158
2003,NV,1041.64,192
2003,WA,1.33,242
2003,NV,21.13,207
2003,CO,53.46,213
2003,FL,33.87,108
2003,NV,1.2,270
2003,SC,10.66,175
2003,TX,2.23,117
2003,AL,19.83,266
2003,NV,25.55,202
2003,SC,49.15,151
2003,WA,4.9,128
2003,WA,30.75,123
2003,AZ,2.12,239
2003,ID,22.6,293
2003,NM,9.25,252
2003,UT,136.16,104
2003,NV,5.44,272
2003,VA,133.07,171
2003,TX,22.95,222
2003,MT,17.25,139
2003,FL,1.95,217
2003,CO,18.08,175
2003,MS,1.38,295
2003,ID,83.36,145
2003,CO,4.06,109
2003,OR,20.11,186
2003,NM,10.2,198
2003,AL,13.78,209
2003,NM,16.57,118
2003,OR,3.27,225
2003,MS,6.86,154
2003,MT,95.49,239
2003,VA,43.96,276
2003,GA,95.52,296
2003,TX,495.57,112
2003,TX,182.51,220
2003,MS,79.35,237
2003,NC,93.55,203
2003,OR,58.86,203
2003,MS,138.22,221
2003,TX,1396.25,177
2003,FL,11.31,121
2003,GA,15.45,221
2003,CA,4.35,115
2003,WA,49.28,232
2003,CO,27.23,279
2003,NM,22.06,224
2003,OR,15.27,180
2003,WA,116.13,265
2003,NM,0.8,110
2003,MT,50.94,107
2003,MT,169.72,137
2003,NM,175.44,146
2003,TN,48.67,238
2003,TN,3.43,119
2003,OR,2.46,127
2003,SC,4.41,267
2003,VA,0.37,225
2003,TX,100.67,226
2003,TN,39.61,211
2003,CO,174.6,135
2003,NV,132.26,207
2003,AL,139.94,125
2003,MS,226.52,277
2003,GA,48.96,295
2003,CA,14.28,264
2003,NC,2.37,207
2003,WA,8.92,154
2003,WA,16.09,252
2003,ID,107.59,248
2003,TX,16.9,286
2003,NM,76.54,292
2003,TN,10.47,108
2003,MS,49.02,193
2003,MT,1042.08,106
2003,OR,9.59,114
2003,MS,1551.76,206
2003,NV,7.36,147
2003,SC,92.54,123
2003,GA,10.59,178
2003,WA,12.08,124
2003,CO,77.44,127
2003,TX,24.28,136
2003,SC,483.39,282
2003,AL,2.18,179
2003,WA,9.69,180
2003,MT,106.77,216
2003,GA,0.42,173
2003,MT,146.08,270
2003,NC,30.04,164
2003,OR,1363.46,119
2003,WA,82.54,250
2003,WA,12.27,171
2003,OR,29.52,278
2003,LA,52.02,103
2003,WA,8.11,243
2003,MS,1092.34,212
2003,MS,48.8,259
2003,VA,4.79,239
2003,OR,25.14,171
2003,NV,320.95,164
2003,CO,103.13,104
2003,VA,73.89,249
2003,MT,12.77,189
2003,UT,71.01,297
2003,UT,69.41,286
2003,WA,558.73,275
2003,VA,50.63,110
2003,AL,432.75,138
2003,WA,17.17,238
2003,NV,30.51,115
2003,VA,71.52,103
2003,TX,8.85,114
2003,OR,21.34,245
2003,NV,43.23,134
2003,MT,20.25,139
2003,AL,3.36,103
2003,AZ,71.03,189
2003,NC,92.13,244
2003,TN,104.42,261
2003,ID,84.7,126
2003,TN,9.89,231
2003,UT,17.95,240
2003,MT,55.91,192
2003,FL,0.98,210
2003,AL,5.18,239
2003,ID,34.8,211
2003,TX,322.22,114
2003,AZ,0.59,267
2003,CA,432.03,176
2003,OR,6.94,228
2003,OR,30.92,232
2003,MS,87.05,252
2003,GA,3.59,290
2003,WA,0.56,196
2003,NV,58.62,161
2003,TX,96.05,246
2003,AL,611.15,299
2003,WA,2428.13,111
2003,NC,115.63,213
2003,SC,324.3,130
2003,MT,10.11,283
2003,ID,15.69,242
2003,LA,23.87,259
2003,CO,5.75,174
2003,MS,1627.7,172
2003,ID,70.93,248
2003,NV,5.14,150
2003,MT,739.74,129
2003,FL,0.31,105
2003,MS,2.19,296
2003,MT,87.12,117
2003,NV,127.55,229
2003,LA,324.89,254
2003,CA,69.91,289
2003,NV,65.07,155
2003,AZ,10.24,176
2003,CA,45.24,252
2003,NM,9.35,212
2003,CA,36.16,184
2003,NC,34.25,167
2003,AZ,2522.32,192
2003,UT,4.07,103
2003,MS,349.83,235
2003,NM,805.05,204
2003,AL,5.83,163
2003,MS,117.57,218
